InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
431,186,1,436,3,1371,1001,6,8,2013-01-08,15670,0,NULL,NULL,"Unit 222, 1151 De Boulevard",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1481""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:10:00"",""ConNote"":""EAN-125-1481"",""DriverID"":6,""Latitude"":42.6320633,""Longitude"":-123.3153394,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:10:00"",""ReceivedBy"":""Lorraine Paulet""}",2013-01-09 08:10:00.0000000,Lorraine Paulet,6,2013-01-09 07:00:00.0000000
432,191,1,422,3,1381,1001,20,8,2013-01-08,16790,0,NULL,NULL,"Suite 169, 946 Reddy Street",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1482""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:15:00"",""ConNote"":""EAN-125-1482"",""DriverID"":6,""Latitude"":33.1865071,""Longitude"":-84.2113095,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:15:00"",""ReceivedBy"":""Ester Ahmadian""}",2013-01-09 08:15:00.0000000,Ester Ahmadian,6,2013-01-09 07:00:00.0000000
433,406,401,452,3,2011,2001,6,8,2013-01-08,11553,0,NULL,NULL,"Suite 287, 581 Ioveanu Crescent",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1483""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:20:00"",""ConNote"":""EAN-125-1483"",""DriverID"":6,""Latitude"":33.2098407,""Longitude"":-87.5691735,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:20:00"",""ReceivedBy"":""Calin Bojin""}",2013-01-09 08:20:00.0000000,Calin Bojin,6,2013-01-09 07:00:00.0000000
434,421,401,427,3,2041,2001,8,8,2013-01-08,10096,0,NULL,NULL,"Unit 17, 1985 Flamand Lane",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1484""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:25:00"",""ConNote"":""EAN-125-1484"",""DriverID"":6,""Latitude"":31.9534835,""Longitude"":-86.3138546,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:25:00"",""ReceivedBy"":""Nishant Patil""}",2013-01-09 08:25:00.0000000,Nishant Patil,6,2013-01-09 07:00:00.0000000
435,457,401,451,3,2113,2001,14,8,2013-01-08,12559,0,NULL,NULL,"Unit 133, 349 Kozakova Boulevard",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1485""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:30:00"",""ConNote"":""EAN-125-1485"",""DriverID"":6,""Latitude"":34.1861922,""Longitude"":-103.3343978,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:30:00"",""ReceivedBy"":""Eesvaraavu Ankitham""}",2013-01-09 08:30:00.0000000,Eesvaraavu Ankitham,6,2013-01-09 07:00:00.0000000
436,458,401,423,3,2115,2001,15,8,2013-01-08,10470,0,NULL,NULL,"Shop 23, 1813 Koppel Crescent",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1486""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:35:00"",""ConNote"":""EAN-125-1486"",""DriverID"":6,""Latitude"":33.2459512,""Longitude"":-87.6877882,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:35:00"",""ReceivedBy"":""Miguel Paez""}",2013-01-09 08:35:00.0000000,Miguel Paez,6,2013-01-09 07:00:00.0000000
437,475,401,424,3,2149,2001,16,8,2013-01-08,13930,0,NULL,NULL,"Unit 12, 1235 Oh Crescent",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1487""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:40:00"",""ConNote"":""EAN-125-1487"",""DriverID"":6,""Latitude"":33.6262263,""Longitude"":-93.2404457,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:40:00"",""ReceivedBy"":""Ava Edden""}",2013-01-09 08:40:00.0000000,Ava Edden,6,2013-01-09 07:00:00.0000000
438,512,401,447,3,2223,2001,15,8,2013-01-08,13343,0,NULL,NULL,"Suite 115, 761 Kellnerova Avenue",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1488""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:45:00"",""ConNote"":""EAN-125-1488"",""DriverID"":6,""Latitude"":44.0394329,""Longitude"":-101.6651441,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:45:00"",""ReceivedBy"":""Charline Flamand""}",2013-01-09 08:45:00.0000000,Charline Flamand,6,2013-01-09 07:00:00.0000000
439,549,401,440,3,2297,2001,16,8,2013-01-08,15140,0,NULL,NULL,"Suite 131, 576 Sedlar Road",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1489""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:50:00"",""ConNote"":""EAN-125-1489"",""DriverID"":6,""Latitude"":40.8350983,""Longitude"":-73.1312222,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:50:00"",""ReceivedBy"":""Zala Ibrahimagic""}",2013-01-09 08:50:00.0000000,Zala Ibrahimagic,6,2013-01-09 07:00:00.0000000
440,553,401,443,3,2305,2001,6,8,2013-01-08,14451,0,NULL,NULL,"Unit 237, 1534 Milano Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1490""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T08:55:00"",""ConNote"":""EAN-125-1490"",""DriverID"":6,""Latitude"":29.5780056,""Longitude"":-98.6897451,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T08:55:00"",""ReceivedBy"":""Ilgonis Dzenis""}",2013-01-09 08:55:00.0000000,Ilgonis Dzenis,6,2013-01-09 07:00:00.0000000
441,590,401,442,3,2379,2001,2,8,2013-01-08,14687,0,NULL,NULL,"Shop 214, 1654 Duong Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1491""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:00:00"",""ConNote"":""EAN-125-1491"",""DriverID"":6,""Latitude"":35.2593056,""Longitude"":-81.0753535,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:00:00"",""ReceivedBy"":""Aija Lukstina""}",2013-01-09 09:00:00.0000000,Aija Lukstina,6,2013-01-09 07:00:00.0000000
442,810,810,439,3,3010,3010,20,8,2013-01-08,11238,0,NULL,NULL,"Shop 29, 101 Jonsson Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1492""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:05:00"",""ConNote"":""EAN-125-1492"",""DriverID"":6,""Latitude"":37.1252983,""Longitude"":-104.7555468,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:05:00"",""ReceivedBy"":""Alena Kellnerova""}",2013-01-09 09:05:00.0000000,Alena Kellnerova,6,2013-01-09 07:00:00.0000000
443,817,817,428,3,3017,3017,8,8,2013-01-08,16505,0,NULL,NULL,"Unit 7, 1482 Ibrahimagic Street",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1493""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:10:00"",""ConNote"":""EAN-125-1493"",""DriverID"":6,""Latitude"":40.5723251,""Longitude"":-74.6848824,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-09T09:10:00"",""ReceivedBy"":""Agrita Kanepa""}",2013-01-09 09:10:00.0000000,Agrita Kanepa,6,2013-01-09 07:00:00.0000000
444,831,831,430,3,3031,3031,6,8,2013-01-08,11754,0,NULL,NULL,"Shop 28, 387 Heikkinen Boulevard",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1494""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:15:00"",""ConNote"":""EAN-125-1494"",""DriverID"":6,""Latitude"":41.1838878,""Longitude"":-96.1502969,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:15:00"",""ReceivedBy"":""Bhaavan Rai""}",2013-01-09 09:15:00.0000000,Bhaavan Rai,6,2013-01-09 07:00:00.0000000
445,841,841,457,3,3041,3041,2,8,2013-01-08,16252,0,NULL,NULL,"Shop 10, 516 Bojin Road",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1495""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:20:00"",""ConNote"":""EAN-125-1495"",""DriverID"":6,""Latitude"":34.5171140,""Longitude"":-78.7250179,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:20:00"",""ReceivedBy"":""Camille Authier""}",2013-01-09 09:20:00.0000000,Camille Authier,6,2013-01-09 07:00:00.0000000
446,850,850,446,3,3050,3050,2,8,2013-01-08,17317,0,NULL,NULL,"Unit 12, 1529 Gupta Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1496""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:25:00"",""ConNote"":""EAN-125-1496"",""DriverID"":6,""Latitude"":43.2049718,""Longitude"":-91.9509965,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-09T09:25:00"",""ReceivedBy"":""Daakshaayaani Sankaramanchi""}",2013-01-09 09:25:00.0000000,Daakshaayaani Sankaramanchi,6,2013-01-09 07:00:00.0000000
447,860,860,431,3,3060,3060,14,8,2013-01-08,15196,0,NULL,NULL,"Unit 5, 201 Glissen Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1497""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:30:00"",""ConNote"":""EAN-125-1497"",""DriverID"":6,""Latitude"":46.5352220,""Longitude"":-89.2812556,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:30:00"",""ReceivedBy"":""Marcela Lucescu""}",2013-01-09 09:30:00.0000000,Marcela Lucescu,6,2013-01-09 07:00:00.0000000
448,870,870,426,3,3070,3070,8,8,2013-01-08,19901,0,NULL,NULL,"Shop 10, 353 Gomes Avenue",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1498""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:35:00"",""ConNote"":""EAN-125-1498"",""DriverID"":6,""Latitude"":47.8528740,""Longitude"":-122.3334669,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:35:00"",""ReceivedBy"":""In-Su Bae""}",2013-01-09 09:35:00.0000000,In-Su Bae,6,2013-01-09 07:00:00.0000000
449,913,913,432,3,3113,3113,2,8,2013-01-08,16293,0,NULL,NULL,"Shop 25, 130 Molnar Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1499""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:40:00"",""ConNote"":""EAN-125-1499"",""DriverID"":6,""Latitude"":29.6241020,""Longitude"":-90.7512023,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:40:00"",""ReceivedBy"":""Violetta KlanCisar""}",2013-01-09 09:40:00.0000000,Violetta KlanCisar,6,2013-01-09 07:00:00.0000000
450,914,914,456,3,3114,3114,20,8,2013-01-08,17651,0,NULL,NULL,"Unit 8, 813 Seleznyov Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1500""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:45:00"",""ConNote"":""EAN-125-1500"",""DriverID"":6,""Latitude"":33.6590552,""Longitude"":-79.5133935,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:45:00"",""ReceivedBy"":""Chandana Shasthri""}",2013-01-09 09:45:00.0000000,Chandana Shasthri,6,2013-01-09 07:00:00.0000000
451,915,915,438,3,3115,3115,15,8,2013-01-08,12251,0,NULL,NULL,"Shop 3, 1898 Pokorna Boulevard",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1501""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:50:00"",""ConNote"":""EAN-125-1501"",""DriverID"":6,""Latitude"":30.8507331,""Longitude"":-98.4494766,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:50:00"",""ReceivedBy"":""Ana Florea""}",2013-01-09 09:50:00.0000000,Ana Florea,6,2013-01-09 07:00:00.0000000
452,939,939,445,3,3139,3139,2,8,2013-01-08,19328,0,NULL,NULL,"Suite 28, 999 Dumina Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1502""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T09:55:00"",""ConNote"":""EAN-125-1502"",""DriverID"":6,""Latitude"":42.4264859,""Longitude"":-70.9189371,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T09:55:00"",""ReceivedBy"":""Ioana Florea""}",2013-01-09 09:55:00.0000000,Ioana Florea,6,2013-01-09 07:00:00.0000000
453,944,944,441,3,3144,3144,20,8,2013-01-08,12471,0,NULL,NULL,"Suite 28, 893 Habibi Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1503""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T10:00:00"",""ConNote"":""EAN-125-1503"",""DriverID"":6,""Latitude"":42.9958216,""Longitude"":-96.4853085,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T10:00:00"",""ReceivedBy"":""Ida Celma""}",2013-01-09 10:00:00.0000000,Ida Celma,6,2013-01-09 07:00:00.0000000
454,947,947,270,3,3147,3147,7,8,2013-01-08,17206,0,NULL,NULL,"Suite 14, 731 Szolosy Crescent",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1504""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T10:05:00"",""ConNote"":""EAN-125-1504"",""DriverID"":6,""Latitude"":45.7737266,""Longitude"":-122.4245395,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-09T10:05:00"",""ReceivedBy"":""Svetlana Todorovic""}",2013-01-09 10:05:00.0000000,Svetlana Todorovic,6,2013-01-09 07:00:00.0000000
455,995,995,453,3,3195,3195,20,8,2013-01-08,12318,0,NULL,NULL,"Suite 11, 1012 Sidhu Street",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1505""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T10:10:00"",""ConNote"":""EAN-125-1505"",""DriverID"":6,""Latitude"":44.8738805,""Longitude"":-88.1428798,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T10:10:00"",""ReceivedBy"":""Kumar Naicker""}",2013-01-09 10:10:00.0000000,Kumar Naicker,6,2013-01-09 07:00:00.0000000
456,998,998,429,3,3198,3198,16,8,2013-01-08,19518,0,NULL,NULL,"Unit 7, 732 Petrov Avenue",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-08T12:00:00"",""ConNote"":""EAN-125-1506""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-09T10:15:00"",""ConNote"":""EAN-125-1506"",""DriverID"":6,""Latitude"":34.7828401,""Longitude"":-104.9447168,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-09T10:15:00"",""ReceivedBy"":""Mahavir Sonkar""}",2013-01-09 10:15:00.0000000,Mahavir Sonkar,6,2013-01-09 07:00:00.0000000
457,58,1,486,3,1115,1001,3,3,2013-01-09,17724,0,NULL,NULL,"Shop 177, 1736 Han Avenue",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1507""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:05:00"",""ConNote"":""EAN-125-1507"",""DriverID"":11,""Latitude"":37.5776335,""Longitude"":-75.7635403,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:05:00"",""ReceivedBy"":""Pratap Varghese""}",2013-01-10 07:05:00.0000000,Pratap Varghese,11,2013-01-10 07:00:00.0000000
458,79,1,501,3,1157,1001,3,3,2013-01-09,15158,0,NULL,NULL,"Suite 4, 1000 Sykorova Boulevard",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1508""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:10:00"",""ConNote"":""EAN-125-1508"",""DriverID"":11,""Latitude"":39.0897299,""Longitude"":-101.1462666,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:10:00"",""ReceivedBy"":""Matyas Macek""}",2013-01-10 07:10:00.0000000,Matyas Macek,11,2013-01-10 07:00:00.0000000
459,89,1,496,3,1177,1001,7,3,2013-01-09,19087,0,NULL,NULL,"Shop 7, 249 Arvidsson Avenue",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1509""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:15:00"",""ConNote"":""EAN-125-1509"",""DriverID"":11,""Latitude"":40.8759325,""Longitude"":-74.5423796,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:15:00"",""ReceivedBy"":""Aakarsha Nookala""}",2013-01-10 07:15:00.0000000,Aakarsha Nookala,11,2013-01-10 07:00:00.0000000
460,106,1,508,3,1211,1001,13,3,2013-01-09,12191,0,NULL,NULL,"Unit 23, 1991 Clark Street",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1510""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:20:00"",""ConNote"":""EAN-125-1510"",""DriverID"":11,""Latitude"":31.5687256,""Longitude"":-111.0523071,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:20:00"",""ReceivedBy"":""Shiva Pipalia""}",2013-01-10 07:20:00.0000000,Shiva Pipalia,11,2013-01-10 07:00:00.0000000
461,109,1,490,3,1217,1001,14,3,2013-01-09,11499,0,NULL,NULL,"Unit 174, 939 Sanyal Crescent",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1511""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:25:00"",""ConNote"":""EAN-125-1511"",""DriverID"":11,""Latitude"":33.5005827,""Longitude"":-117.7431097,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:25:00"",""ReceivedBy"":""Ae-Cha Joo""}",2013-01-10 07:25:00.0000000,Ae-Cha Joo,11,2013-01-10 07:00:00.0000000
462,111,1,505,3,1221,1001,16,3,2013-01-09,14929,0,NULL,NULL,"Suite 223, 53 Jeon Boulevard",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1512""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:30:00"",""ConNote"":""EAN-125-1512"",""DriverID"":11,""Latitude"":30.3738103,""Longitude"":-87.0913555,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:30:00"",""ReceivedBy"":""Adam Dvorak""}",2013-01-10 07:30:00.0000000,Adam Dvorak,11,2013-01-10 07:00:00.0000000
463,117,1,493,3,1233,1001,8,3,2013-01-09,12844,0,NULL,NULL,"Suite 176, 298 Bucco Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1513""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:35:00"",""ConNote"":""EAN-125-1513"",""DriverID"":11,""Latitude"":39.7241289,""Longitude"":-111.1607272,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:35:00"",""ReceivedBy"":""Valerio Cardoso""}",2013-01-10 07:35:00.0000000,Valerio Cardoso,11,2013-01-10 07:00:00.0000000
464,132,1,503,3,1263,1001,8,3,2013-01-09,15949,0,NULL,NULL,"Suite 84, 585 Dao Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1514""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:40:00"",""ConNote"":""EAN-125-1514"",""DriverID"":11,""Latitude"":42.7537967,""Longitude"":-113.4902829,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:40:00"",""ReceivedBy"":""Akanksha Sarma""}",2013-01-10 07:40:00.0000000,Akanksha Sarma,11,2013-01-10 07:00:00.0000000
465,143,1,502,3,1285,1001,8,3,2013-01-09,11356,0,NULL,NULL,"Shop 237, 612 Gill Crescent",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1515""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:45:00"",""ConNote"":""EAN-125-1515"",""DriverID"":11,""Latitude"":41.8650534,""Longitude"":-80.7898089,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:45:00"",""ReceivedBy"":""Vaclav Polaskova""}",2013-01-10 07:45:00.0000000,Vaclav Polaskova,11,2013-01-10 07:00:00.0000000
466,147,1,471,3,1293,1001,13,3,2013-01-09,10119,0,NULL,NULL,"Unit 49, 469 Patel Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1516""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:50:00"",""ConNote"":""EAN-125-1516"",""DriverID"":11,""Latitude"":45.4535539,""Longitude"":-109.5043343,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:50:00"",""ReceivedBy"":""Gilbert Pelland""}",2013-01-10 07:50:00.0000000,Gilbert Pelland,11,2013-01-10 07:00:00.0000000
467,169,1,506,3,1337,1001,3,3,2013-01-09,14551,0,NULL,NULL,"Unit 88, 391 Cindric Boulevard",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1517""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T07:55:00"",""ConNote"":""EAN-125-1517"",""DriverID"":11,""Latitude"":41.7749592,""Longitude"":-107.1131030,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T07:55:00"",""ReceivedBy"":""Nils Balodis""}",2013-01-10 07:55:00.0000000,Nils Balodis,11,2013-01-10 07:00:00.0000000
468,176,1,491,3,1351,1001,6,3,2013-01-09,11618,0,NULL,NULL,"Shop 287, 680 Kallas Boulevard",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1518""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T08:00:00"",""ConNote"":""EAN-125-1518"",""DriverID"":11,""Latitude"":48.2826495,""Longitude"":-119.7067271,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T08:00:00"",""ReceivedBy"":""Banshari De""}",2013-01-10 08:00:00.0000000,Banshari De,11,2013-01-10 07:00:00.0000000
469,184,1,461,3,1367,1001,14,3,2013-01-09,11764,0,NULL,NULL,"Unit 31, 862 Tomek Avenue",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1519""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T08:05:00"",""ConNote"":""EAN-125-1519"",""DriverID"":11,""Latitude"":41.5231076,""Longitude"":-81.5184553,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T08:05:00"",""ReceivedBy"":""Lata Khandke""}",2013-01-10 08:05:00.0000000,Lata Khandke,11,2013-01-10 07:00:00.0000000
470,186,1,476,3,1371,1001,14,3,2013-01-09,17957,0,NULL,NULL,"Unit 222, 1151 De Boulevard",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-09T12:00:00"",""ConNote"":""EAN-125-1520""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-10T08:10:00"",""ConNote"":""EAN-125-1520"",""DriverID"":11,""Latitude"":42.6320633,""Longitude"":-123.3153394,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-10T08:10:00"",""ReceivedBy"":""Lorraine Paulet""}",2013-01-10 08:10:00.0000000,Lorraine Paulet,11,2013-01-10 07:00:00.0000000
